oldAC,occurrence,source,heading,shape,explicitRefs,chosenOldUS,decision,reason,status,oldACExcerpt,chosenUSSource,chosenUSExcerpt
"AC-0018-0011","1","spec-0018/03_Acceptance-Criteria.md:109","# AC-0018-0011: Step 2 turns every open question into one open-questions.md row","gherkin_textual","US-0018-0003","US-0018-0003","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:109 declares US-0018-0003 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0003 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Open questions keep their standing, and an unanswered one keeps blocking Given a project on the spec-pack layout with open, deferred, resolved and unadjudicated open questions W","spec-0018/02_User-stories.md:43","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 2 to turn every decision record, decision log entry, triage record, change request and open question into a row of `decisions.md` or `open-questions.md`, so tha"
"AC-0018-0012","1","spec-0018/03_Acceptance-Criteria.md:118","# AC-0018-0012: Step 3 moves policy and catalog content into the merged files once","gherkin_textual","US-0018-0004","US-0018-0004","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:118 declares US-0018-0004 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0004 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Every section lands in one destination, and no fact is stated twice Given a project on the spec-pack layout with the policy files and the adopter-owned catalog files When step 3","spec-0018/02_User-stories.md:54","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 3 to move the policy files, the catalog files I own and the agent manifests into the policy layer, the contract layer and `qfai.config.yaml`, with each fact sta"
"AC-0018-0013","1","spec-0018/03_Acceptance-Criteria.md:128","# AC-0018-0013: Step 3 carries only the project's own agent settings","gherkin_textual","US-0018-0004","US-0018-0004","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:128 declares US-0018-0004 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0004 # Source: discussion-20260923063306456#DAC-006-01 Scenario: A manifest entry that equals the built-in default is not carried Given a project whose agent manifests hold one entry changed from the package default and one equal to it When s","spec-0018/02_User-stories.md:54","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 3 to move the policy files, the catalog files I own and the agent manifests into the policy layer, the contract layer and `qfai.config.yaml`, with each fact sta"
"AC-0018-0014","1","spec-0018/03_Acceptance-Criteria.md:136","# AC-0018-0014: Step 4 places every story, criterion, example and rule from the plan","gherkin_textual","US-0018-0005","US-0018-0005","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:136 declares US-0018-0005 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0005 # Source: discussion-20260923063306456#DAC-006-01 Scenario: The plan becomes flows and stories with new IDs, and the ID map records them Given a project on the spec-pack layout and a plan that places every story and rule When step 4 runs","spec-0018/02_User-stories.md:69","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 4 to give every story, criterion, example and rule its new ID from the plan and write each into its place in the story tree, so that the judgment the AI made ab"
"AC-0018-0015","1","spec-0018/03_Acceptance-Criteria.md:147","# AC-0018-0015: A story the plan does not place stays where it is","gherkin_textual","US-0018-0005","US-0018-0005","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:147 declares US-0018-0005 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0005 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Step 4 does not guess a flow Given a plan that places no flow for one old user story When step 4 runs Then that story stays in its spec pack and is listed under For a person wit","spec-0018/02_User-stories.md:69","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 4 to give every story, criterion, example and rule its new ID from the plan and write each into its place in the story tree, so that the judgment the AI made ab"
"AC-0018-0016","1","spec-0018/03_Acceptance-Criteria.md:156","# AC-0018-0016: A test case with no example becomes an example under its criterion","gherkin_textual","US-0018-0006","US-0018-0006","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:156 declares US-0018-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0006 # Source: discussion-20260923063306456#DAC-006-02 Scenario: Step 5 converts a test-case-only row citing one criterion Given a 06_Test-Cases row whose EX-Ref is — and which cites exactly one AC When step 5 runs Then an EX row for it is un","spec-0018/02_User-stories.md:80","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want steps 5 and 6 to turn every test case with no example into an example under the criterion it cites, and to give every example the criterion its test cases point at, "
"AC-0018-0017","1","spec-0018/03_Acceptance-Criteria.md:165","# AC-0018-0017: No test case is dropped","gherkin_textual","US-0018-0006","US-0018-0006","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:165 declares US-0018-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0006 # Source: discussion-20260923063306456#DAC-006-02 Scenario: A case step 5 cannot convert is listed for a person Given 06_Test-Cases rows whose EX-Ref is —, one citing no AC and one citing two When step 5 runs Then both are listed under F","spec-0018/02_User-stories.md:80","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want steps 5 and 6 to turn every test case with no example into an example under the criterion it cites, and to give every example the criterion its test cases point at, "
"AC-0018-0018","1","spec-0018/03_Acceptance-Criteria.md:174","# AC-0018-0018: Each example takes the criterion its test cases point at","gherkin_textual","US-0018-0006","US-0018-0006","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:174 declares US-0018-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0006 # Source: discussion-20260923063306456#DAC-006-02 Scenario: Step 6 sets the AC-Ref from the test cases that cite the example Given examples cited by test cases naming exactly one AC, no AC, and two ACs When steps 4 and 6 run Then the fir","spec-0018/02_User-stories.md:80","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want steps 5 and 6 to turn every test case with no example into an example under the criterion it cites, and to give every example the criterion its test cases point at, "
"AC-0018-0019","1","spec-0018/03_Acceptance-Criteria.md:183","# AC-0018-0019: Step 7 writes each rule into its contract in the file's own form","gherkin_textual","US-0018-0007","US-0018-0007","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:183 declares US-0018-0007 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0007 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Rules land in YAML, SQL and Markdown contracts with their examples Given a plan placing one rule in a YAML contract, one in a SQL contract and one in a Markdown contract When st","spec-0018/02_User-stories.md:90","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 7 to write each business rule into the contract the plan names, citing the examples that used to cite it, so that every rule lives beside what enforces it. - No"
"AC-0018-0020","1","spec-0018/03_Acceptance-Criteria.md:192","# AC-0018-0020: What step 7 cannot place is listed for a person","gherkin_textual","US-0018-0007","US-0018-0007","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:192 declares US-0018-0007 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0007 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Unplaced rules and the old non-functional requirement lists go to a person Given a rule the plan does not place, a rule placed in a contract file that does not exist, a rule no ","spec-0018/02_User-stories.md:90","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 7 to write each business rule into the contract the plan names, citing the examples that used to cite it, so that every rule lives beside what enforces it. - No"
"AC-0018-0021","1","spec-0018/03_Acceptance-Criteria.md:201","# AC-0018-0021: Step 8 rewrites annotations that have a new counterpart","gherkin_textual","US-0018-0008","US-0018-0008","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:201 declares US-0018-0008 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0008 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Test-case annotations become example annotations, and story annotations in E2E files become flow annotations Given test files with QFAI:SPEC-NNNN:TC-… annotations, and a QFAI:SP","spec-0018/02_User-stories.md:100","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 8 to rewrite my tests' annotations to the new IDs, and to tell me about every annotation it left alone, so that coverage carries over and nothing is silently or"
"AC-0018-0022","1","spec-0018/03_Acceptance-Criteria.md:210","# AC-0018-0022: Step 8 keeps and reports what it cannot rewrite","gherkin_textual","US-0018-0008","US-0018-0008","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:210 declares US-0018-0008 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0008 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Annotations with no new counterpart stay and are listed Given a story annotation outside the E2E layer, a QFAI:CON-* annotation, an old deferral marker, and a test-case annotati","spec-0018/02_User-stories.md:100","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 8 to rewrite my tests' annotations to the new IDs, and to tell me about every annotation it left alone, so that coverage carries over and nothing is silently or"
"AC-0018-0023","1","spec-0018/03_Acceptance-Criteria.md:220","# AC-0018-0023: Step 9 repoints the host links and nothing else","gherkin_textual","US-0018-0009","US-0018-0009","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:220 declares US-0018-0009 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0009 # Source: discussion-20260923063306456#DAC-006-01 Scenario: The host integration links follow the singular directories Given a project whose host integration links point at the plural skill and agent directories When step 9 runs Then eac","spec-0018/02_User-stories.md:110","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want steps 9 and 10 to point my host integration links at the renamed skill and agent directories and keep my decision records tracked, so that my AI host and git see the"
